timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215832,7295738a5f297724e8df923c8412eabdb409ed25,,1748613885,feat: improve assignment handling logic in both LocalPythonEnv and python_server - Enhanced assignment detection to show variable values when no output - Fixed expression handling for wrapped expressions - Added comprehensive pytest tests with 26 test cases passing,,,6.061,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,0,,,
20260629_215832,c66705145b389c62c34f5481cb7571f4ec591b29,7295738a5f297724e8df923c8412eabdb409ed25,1748613975,python env assignment,https://github.com/femto/minion.git/compare/7295738a5f297724e8df923c8412eabdb409ed25...c66705145b389c62c34f5481cb7571f4ec591b29,3.0,3.868,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,52.0
20260629_215832,42523bbfa481168bfb2914fb1c039ad3b022be16,c66705145b389c62c34f5481cb7571f4ec591b29,1748661382,python env assignment,https://github.com/femto/minion.git/compare/c66705145b389c62c34f5481cb7571f4ec591b29...42523bbfa481168bfb2914fb1c039ad3b022be16,1.0,3.868,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,3.0
20260629_215832,8d8c956d6cd869ee169c2198e814014e1dbad4dd,42523bbfa481168bfb2914fb1c039ad3b022be16,1748951610,prompt,https://github.com/femto/minion.git/compare/42523bbfa481168bfb2914fb1c039ad3b022be16...8d8c956d6cd869ee169c2198e814014e1dbad4dd,6.0,3.853,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,114.0
20260629_215832,5fb7ef427ba0f292079fd838901883275d41edb9,8d8c956d6cd869ee169c2198e814014e1dbad4dd,1749014493,node execute tools,https://github.com/femto/minion.git/compare/8d8c956d6cd869ee169c2198e814014e1dbad4dd...5fb7ef427ba0f292079fd838901883275d41edb9,6.0,3.834,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,68.0
20260629_215832,5ae5f1e225ba791058bc0d5adf2b6a6c20ec1c10,5fb7ef427ba0f292079fd838901883275d41edb9,1749028885,node execute tools,https://github.com/femto/minion.git/compare/5fb7ef427ba0f292079fd838901883275d41edb9...5ae5f1e225ba791058bc0d5adf2b6a6c20ec1c10,1.0,3.839,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,30.0
20260629_215832,e86c45ff41fa5539bfc2dc9e1391e0f8f29cbc90,5ae5f1e225ba791058bc0d5adf2b6a6c20ec1c10,1749028967,node execute tools,https://github.com/femto/minion.git/compare/5ae5f1e225ba791058bc0d5adf2b6a6c20ec1c10...e86c45ff41fa5539bfc2dc9e1391e0f8f29cbc90,3.0,3.839,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,10.0
20260629_215832,486913b5be27fa81cad5830f45bfde1e77aa7167,e86c45ff41fa5539bfc2dc9e1391e0f8f29cbc90,1749029053,node execute tools,https://github.com/femto/minion.git/compare/e86c45ff41fa5539bfc2dc9e1391e0f8f29cbc90...486913b5be27fa81cad5830f45bfde1e77aa7167,1.0,3.842,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,8.0
20260629_215832,f682e5246de437b9411a7b7b98da9c8cfcccc5e5,486913b5be27fa81cad5830f45bfde1e77aa7167,1749030451,log_llm_stream(content),https://github.com/femto/minion.git/compare/486913b5be27fa81cad5830f45bfde1e77aa7167...f682e5246de437b9411a7b7b98da9c8cfcccc5e5,2.0,3.839,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,8.0
20260629_215832,b01b216d99b39343d7167634760cd6835ed9e6ea,f682e5246de437b9411a7b7b98da9c8cfcccc5e5,1749031583,task minion,https://github.com/femto/minion.git/compare/f682e5246de437b9411a7b7b98da9c8cfcccc5e5...b01b216d99b39343d7167634760cd6835ed9e6ea,1.0,3.839,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,4.0
20260629_215832,175703a12a040fdd7faf7d5df635c89bccc86e52,b01b216d99b39343d7167634760cd6835ed9e6ea,1749032879,cot minion answer,https://github.com/femto/minion.git/compare/b01b216d99b39343d7167634760cd6835ed9e6ea...175703a12a040fdd7faf7d5df635c89bccc86e52,1.0,3.839,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,4.0
